  5.00E+04 6.77E-12 3.00E-07 3.17E-12 9.98E-12 1.75E-14 6.54E-11 1.48E-13 4.86E-15 2.93E-17 6.46E-23 5.00E-10 1.07E-13
  1.50E+05 6.28E-12 3.00E-07 4.12E-12 1.16E-11 2.36E-14 9.99E-11 3.74E-13 5.37E-15 6.05E-17 1.54E-22 4.89E-10 1.16E-13
  2.50E+05 5.63E-12 3.00E-07 5.34E-12 1.37E-11 3.15E-14 1.44E-10 9.73E-13 6.16E-15 1.35E-16 4.06E-22 4.79E-10 1.26E-13
  3.50E+05 4.72E-12 3.00E-07 7.11E-12 1.64E-11 4.18E-14 1.89E-10 2.57E-12 7.01E-15 3.29E-16 1.10E-21 4.70E-10 1.32E-13
  7.50E+05 1.60E-12 3.00E-07 1.47E-11 1.74E-11 5.93E-14 2.82E-10 4.93E-11 5.82E-15 5.09E-15 8.15E-20 4.43E-10 1.30E-13
  1.15E+06 2.91E-13 2.99E-07 3.84E-11 2.05E-11 9.66E-14 3.53E-10 4.75E-11 4.97E-15 4.12E-14 2.85E-18 4.35E-10 4.43E-14
  1.55E+06 6.86E-14 2.87E-07 1.28E-10 1.79E-10 8.57E-14 1.50E-09 6.42E-11 2.35E-14 9.58E-13 9.54E-18 3.91E-10 2.00E-14
  1.95E+06 7.70E-14 2.52E-07 2.81E-10 7.20E-10 1.44E-13 4.83E-09 1.83E-10 1.59E-13 1.31E-11 2.00E-16 2.98E-10 1.79E-13
  2.35E+06 1.77E-13 2.05E-07 4.96E-10 1.50E-09 2.89E-13 8.67E-09 3.43E-10 4.86E-13 3.55E-11 1.89E-15 2.03E-10 2.14E-12
  2.75E+06 4.20E-13 1.54E-07 9.87E-10 2.88E-09 7.97E-13 1.13E-08 4.41E-10 1.06E-12 4.86E-11 6.85E-15 1.26E-10 1.68E-11
  3.15E+06 7.57E-13 1.04E-07 2.45E-09 5.37E-09 2.87E-12 1.13E-08 3.22E-10 1.65E-12 3.43E-11 1.14E-14 6.62E-11 6.32E-11
  3.55E+06 1.18E-12 6.11E-08 6.26E-09 7.53E-09 8.55E-12 7.64E-09 1.06E-10 1.65E-12 9.96E-12 7.99E-15 2.74E-11 1.02E-10
  3.95E+06 1.78E-12 3.32E-08 1.24E-08 6.01E-09 1.52E-11 2.95E-09 1.75E-11 1.01E-12 1.11E-12 2.51E-15 9.20E-12 8.19E-11
  4.35E+06 2.66E-12 1.79E-08 1.67E-08 2.53E-09 1.32E-11 5.42E-10 2.06E-12 4.08E-13 4.79E-14 3.57E-16 2.95E-12 4.02E-11
  4.75E+06 3.71E-12 1.00E-08 1.70E-08 7.68E-10 5.99E-12 5.84E-11 2.18E-13 1.12E-13 1.13E-15 1.92E-17 1.14E-12 1.14E-11
  5.15E+06 4.07E-12 5.84E-09 1.54E-08 2.33E-10 2.45E-12 6.86E-12 2.86E-14 2.62E-14 2.97E-17 1.75E-18 6.04E-13 3.05E-12
  5.55E+06 3.65E-12 3.61E-09 1.33E-08 7.66E-11 1.08E-12 1.08E-12 4.92E-15 6.35E-15 1.10E-18 3.15E-19 4.27E-13 1.04E-12
  5.95E+06 3.13E-12 2.33E-09 1.13E-08 2.93E-11 4.72E-13 2.08E-13 9.97E-16 1.66E-15 5.13E-20 3.46E-20 3.58E-13 3.73E-13
  6.35E+06 2.15E-12 1.55E-09 9.50E-09 1.56E-11 2.51E-13 6.51E-14 3.39E-16 5.97E-16 4.98E-21 3.97E-21 3.26E-13 1.84E-13
  6.75E+06 1.53E-12 1.03E-09 8.26E-09 1.30E-11 1.25E-13 3.25E-14 1.71E-16 2.62E-16 7.17E-22 1.69E-22 3.09E-13 7.49E-14
  7.15E+06 8.39E-13 6.60E-10 7.47E-09 1.72E-11 8.58E-14 3.00E-14 1.66E-16 1.68E-16 2.41E-22 6.86E-24 2.98E-13 3.92E-14
  7.55E+06 4.19E-13 3.60E-10 6.92E-09 1.56E-11 5.03E-14 1.87E-14 9.35E-17 7.76E-17 4.01E-23 2.13E-25 2.89E-13 1.45E-14
  7.95E+06 1.39E-13 1.23E-10 6.19E-09 7.19E-12 2.52E-14 5.66E-15 2.27E-17 2.22E-17 2.27E-24 6.23E-27 2.81E-13 3.79E-15
  8.35E+06 3.06E-14 1.67E-11 4.91E-09 2.94E-14 7.08E-16 2.79E-16 1.45E-19 1.50E-19 6.50E-27 2.57E-28 2.73E-13 5.82E-18
  8.75E+06 1.73E-14 1.93E-12 3.59E-09 4.84E-15 3.99E-17 1.24E-17 7.34E-22 1.36E-20 1.56E-29 2.41E-29 2.63E-13 5.02E-20
  9.15E+06 1.33E-14 3.54E-13 2.60E-09 1.64E-15 2.18E-18 5.59E-19 4.08E-24 2.20E-21 4.05E-32 9.78E-31 2.50E-13 1.06E-21
  9.55E+06 1.16E-14 1.13E-13 1.99E-09 6.04E-16 1.17E-19 2.57E-20 2.77E-26 3.82E-22 1.26E-34 2.56E-32 2.31E-13 3.39E-23
  9.95E+06 1.04E-14 6.54E-14 1.75E-09 2.58E-16 6.92E-21 1.72E-21 3.61E-28 7.65E-23 7.85E-37 4.53E-34 2.05E-13 1.29E-24
     Z        CH3O2    N2O      NO       NO2      HNO2     HNO3     HO2NO2   NO3      N2O5     CL2O2    CH3CL    HOCL    

     Z        CL       CLO      HCL      CLONO2   O2       H2S      HS       SO       SO2      H2SO4    HSO      CO2     
  5.00E+04 6.02E-18 1.28E-14 6.32E-12 2.59E-13 2.10E-01 2.68E-12 4.47E-18 4.88E-20 3.30E-11 2.00E-12 8.78E-14 4.00E-04
  1.50E+05 8.26E-18 1.48E-14 9.33E-12 3.20E-13 2.10E-01 2.80E-12 5.07E-18 7.37E-20 5.87E-11 3.96E-12 1.11E-13 4.05E-04
  2.50E+05 1.11E-17 1.78E-14 1.31E-11 3.90E-13 2.10E-01 2.99E-12 5.75E-18 1.10E-19 8.26E-11 6.16E-12 1.31E-13 4.09E-04
  3.50E+05 1.48E-17 2.12E-14 1.71E-11 4.76E-13 2.10E-01 3.27E-12 6.46E-18 1.66E-19 1.06E-10 8.32E-12 1.55E-13 4.13E-04
  7.50E+05 3.39E-17 4.24E-14 3.12E-11 5.17E-13 2.10E-01 5.90E-12 1.00E-17 8.27E-19 1.97E-10 1.26E-11 3.24E-13 4.28E-04
  1.15E+06 6.72E-17 5.03E-14 3.63E-11 4.60E-13 2.10E-01 1.75E-12 2.43E-18 8.69E-19 1.25E-10 6.42E-12 1.13E-13 4.31E-04
  1.55E+06 1.09E-16 1.42E-13 7.75E-11 3.48E-12 2.10E-01 1.46E-14 3.40E-21 1.24E-20 1.53E-11 2.57E-13 7.88E-16 4.31E-04
  1.95E+06 5.01E-16 1.06E-12 1.43E-10 3.06E-11 2.10E-01 2.72E-17 4.30E-24 1.27E-20 9.51E-13 1.52E-14 5.48E-19 4.31E-04
  2.35E+06 2.29E-15 6.15E-12 1.64E-10 9.62E-11 2.10E-01 2.26E-20 6.76E-27 1.10E-20 5.93E-14 2.48E-15 2.56E-22 4.31E-04
  2.75E+06 9.82E-15 2.31E-11 1.45E-10 1.61E-10 2.10E-01 4.61E-24 4.40E-30 6.06E-21 3.65E-15 1.76E-14 4.43E-26 4.31E-04
  3.15E+06 4.70E-14 5.92E-11 1.35E-10 1.48E-10 2.10E-01 1.07E-28 2.26E-31 3.88E-21 3.63E-16 2.09E-14 5.48E-28 4.31E-04
  3.55E+06 2.53E-13 1.17E-10 1.64E-10 6.03E-11 2.10E-01 3.00E-29 2.92E-30 1.77E-20 4.55E-16 2.07E-14 1.42E-27 4.32E-04
  3.95E+06 1.09E-12 1.67E-10 2.02E-10 1.01E-11 2.10E-01 1.59E-28 3.85E-29 9.05E-20 1.02E-15 2.01E-14 3.20E-27 4.31E-04
  4.35E+06 3.35E-12 1.57E-10 2.67E-10 6.80E-13 2.10E-01 9.02E-28 3.92E-28 3.84E-19 2.46E-15 1.87E-14 5.69E-27 4.31E-04
  4.75E+06 6.76E-12 8.66E-11 3.65E-10 2.30E-14 2.10E-01 3.38E-27 2.12E-27 1.21E-18 5.12E-15 1.59E-14 7.90E-27 4.31E-04
  5.15E+06 9.54E-12 3.84E-11 4.19E-10 9.33E-16 2.10E-01 6.10E-27 5.20E-27 3.51E-18 8.15E-15 1.29E-14 1.14E-26 4.31E-04
  5.55E+06 1.18E-11 1.76E-11 4.39E-10 6.12E-17 2.10E-01 7.94E-27 8.74E-27 1.09E-17 1.07E-14 1.03E-14 2.88E-26 4.31E-04
  5.95E+06 1.36E-11 7.75E-12 4.48E-10 4.76E-18 2.10E-01 9.71E-27 1.35E-26 3.18E-17 1.25E-14 8.36E-15 9.40E-26 4.30E-04
  6.35E+06 1.49E-11 3.51E-12 4.51E-10 6.57E-19 2.10E-01 1.51E-26 2.38E-26 1.16E-16 1.37E-14 7.01E-15 4.50E-25 4.30E-04
  6.75E+06 1.54E-11 1.20E-12 4.52E-10 7.68E-20 2.10E-01 3.77E-26 5.85E-26 2.57E-16 1.45E-14 6.09E-15 1.67E-24 4.29E-04
  7.15E+06 1.46E-11 3.80E-13 4.54E-10 1.42E-20 2.10E-01 1.66E-25 2.30E-25 5.48E-16 1.48E-14 5.43E-15 7.38E-24 4.29E-04
  7.55E+06 1.43E-11 1.13E-13 4.54E-10 1.48E-21 2.10E-01 5.84E-25 8.66E-25 8.69E-16 1.49E-14 4.89E-15 2.12E-23 4.28E-04
  7.95E+06 1.60E-11 3.31E-14 4.52E-10 7.48E-23 2.09E-01 1.45E-24 3.55E-24 1.25E-15 1.49E-14 4.34E-15 4.74E-23 4.26E-04
  8.35E+06 3.72E-11 1.19E-14 4.29E-10 2.58E-26 2.09E-01 2.67E-26 1.38E-25 7.16E-15 9.23E-15 3.79E-15 1.88E-23 4.22E-04
  8.75E+06 7.92E-11 6.95E-15 3.84E-10 7.43E-29 2.08E-01 1.44E-28 5.79E-27 1.15E-14 4.91E-15 3.25E-15 3.48E-24 4.16E-04
  9.15E+06 1.21E-10 2.96E-15 3.38E-10 1.36E-30 2.06E-01 5.75E-31 4.59E-28 1.32E-14 2.95E-15 2.67E-15 7.30E-25 4.06E-04
  9.55E+06 1.51E-10 1.03E-15 2.97E-10 3.01E-32 2.01E-01 2.12E-33 5.51E-29 1.36E-14 1.78E-15 2.03E-15 1.78E-25 3.86E-04
  9.95E+06 1.61E-10 2.92E-16 2.70E-10 7.57E-34 1.95E-01 1.90E-35 8.65E-30 1.27E-14 1.08E-15 1.39E-15 4.76E-26 3.55E-04
     Z        CL       CLO      HCL      CLONO2   O2       H2S      HS       SO       SO2      H2SO4    HSO      CO2     


 MIXING RATIO OF AEROSOL

     Z      SO4AER
  5.00E+04 7.69E-11
  1.50E+05 9.36E-11
  2.50E+05 1.29E-10
  3.50E+05 1.73E-10
  7.50E+05 3.61E-10
  1.15E+06 5.09E-10
  1.55E+06 5.33E-10
  1.95E+06 3.48E-10
  2.35E+06 2.24E-10
  2.75E+06 1.52E-10
  3.15E+06 9.57E-11
  3.55E+06 5.35E-11
  3.95E+06 2.68E-11
  4.35E+06 1.21E-11
  4.75E+06 4.98E-12
  5.15E+06 1.86E-12
  5.55E+06 6.47E-13
  5.95E+06 2.04E-13
  6.35E+06 5.57E-14
  6.75E+06 1.19E-14
  7.15E+06 1.76E-15
  7.55E+06 7.98E-17
  7.95E+06 2.19E-19
  8.35E+06 2.05E-24
  8.75E+06 1.44E-34
  9.15E+06 2.21E-55
  9.55E+06 8.99E-98
  9.95E+06 1.00-100


 PHOTOLYSIS RATES

     Z       PO2      PO2D     PCO2     PCO2D    PH2O     PO3      PO3D     PH2O2    PHCO     PH2      PHO2
   5.00E+04 3.94E-28 0.00E+00 3.86E-34 0.00E+00 1.28E-29 1.84E-04 6.89E-06 2.25E-06 7.96E-06 1.46E-05 3.32E-22
   3.50E+05 3.54E-24 0.00E+00 5.40E-29 0.00E+00 3.26E-25 1.95E-04 7.92E-06 2.73E-06 9.80E-06 1.76E-05 2.80E-18
   6.50E+05 6.67E-21 0.00E+00 3.59E-25 0.00E+00 1.20E-21 2.05E-04 7.82E-06 3.10E-06 1.12E-05 1.99E-05 5.02E-15
   9.50E+05 2.23E-18 0.00E+00 2.19E-22 0.00E+00 5.65E-19 2.13E-04 7.04E-06 3.38E-06 1.22E-05 2.17E-05 1.63E-12
   1.25E+06 1.56E-16 0.00E+00 2.09E-20 0.00E+00 4.73E-17 2.20E-04 6.38E-06 3.62E-06 1.30E-05 2.33E-05 1.12E-10
   1.55E+06 2.91E-15 0.00E+00 4.52E-19 0.00E+00 9.59E-16 2.26E-04 6.88E-06 3.83E-06 1.37E-05 2.47E-05 2.07E-09
   1.85E+06 2.59E-14 0.00E+00 5.16E-18 0.00E+00 8.66E-15 2.31E-04 8.03E-06 4.05E-06 1.45E-05 2.59E-05 1.83E-08
   2.15E+06 1.58E-13 0.00E+00 1.34E-16 0.00E+00 5.54E-14 2.36E-04 1.09E-05 4.32E-06 1.55E-05 2.71E-05 1.10E-07
   2.45E+06 7.84E-13 0.00E+00 3.15E-15 0.00E+00 3.68E-13 2.43E-04 1.73E-05 4.70E-06 1.70E-05 2.82E-05 5.10E-07
   2.75E+06 3.36E-12 0.00E+00 3.56E-14 0.00E+00 2.48E-12 2.50E-04 3.05E-05 5.30E-06 1.89E-05 2.93E-05 1.98E-06
   3.05E+06 1.20E-11 1.08-249 2.33E-13 5.18-249 1.41E-11 2.59E-04 5.92E-05 6.36E-06 2.15E-05 3.06E-05 6.64E-06
   3.35E+06 3.44E-11 2.62-164 1.01E-12 1.26-163 6.39E-11 2.72E-04 1.23E-04 8.32E-06 2.49E-05 3.19E-05 1.90E-05
   3.65E+06 7.68E-11 1.30-110 3.02E-12 6.23-110 2.11E-10 2.90E-04 2.56E-04 1.16E-05 2.85E-05 3.33E-05 4.41E-05
   3.95E+06 1.37E-10 1.20E-76 6.65E-12 5.75E-76 5.13E-10 3.22E-04 5.34E-04 1.63E-05 3.18E-05 3.46E-05 8.25E-05
   4.25E+06 2.07E-10 8.04E-55 1.19E-11 3.86E-54 1.01E-09 3.79E-04 1.04E-03 2.26E-05 3.45E-05 3.57E-05 1.29E-04
   4.55E+06 2.77E-10 1.43E-40 1.87E-11 6.85E-40 1.73E-09 4.50E-04 1.68E-03 2.95E-05 3.64E-05 3.66E-05 1.76E-04
   4.85E+06 3.41E-10 4.04E-31 2.71E-11 1.94E-30 2.78E-09 5.17E-04 2.29E-03 3.54E-05 3.76E-05 3.72E-05 2.14E-04
   5.15E+06 4.01E-10 1.13E-24 3.77E-11 5.43E-24 4.39E-09 5.71E-04 2.77E-03 4.00E-05 3.84E-05 3.76E-05 2.42E-04
   5.45E+06 4.60E-10 3.63E-20 5.16E-11 1.74E-19 7.10E-09 6.10E-04 3.12E-03 4.33E-05 3.89E-05 3.79E-05 2.63E-04
   5.75E+06 5.24E-10 5.87E-17 7.07E-11 2.82E-16 1.20E-08 6.37E-04 3.35E-03 4.56E-05 3.91E-05 3.80E-05 2.77E-04
   6.05E+06 6.00E-10 1.11E-14 9.71E-11 5.32E-14 2.08E-08 6.53E-04 3.49E-03 4.70E-05 3.93E-05 3.81E-05 2.86E-04
   6.35E+06 6.97E-10 4.49E-13 1.33E-10 2.15E-12 3.61E-08 6.62E-04 3.55E-03 4.79E-05 3.93E-05 3.82E-05 2.91E-04
   6.65E+06 8.27E-10 6.39E-12 1.80E-10 3.07E-11 6.80E-08 6.67E-04 3.58E-03 4.84E-05 3.94E-05 3.82E-05 2.95E-04
   6.95E+06 1.01E-09 4.02E-11 2.37E-10 1.93E-10 1.54E-07 6.69E-04 3.59E-03 4.87E-05 3.94E-05 3.82E-05 2.97E-04
   7.25E+06 1.25E-09 1.46E-10 3.04E-10 6.99E-10 3.69E-07 6.71E-04 3.59E-03 4.89E-05 3.94E-05 3.82E-05 2.98E-04
   7.55E+06 1.58E-09 3.57E-10 3.79E-10 1.71E-09 7.71E-07 6.72E-04 3.59E-03 4.90E-05 3.94E-05 3.82E-05 2.99E-04
   7.85E+06 2.03E-09 6.64E-10 4.61E-10 3.19E-09 1.34E-06 6.77E-04 3.58E-03 4.91E-05 3.94E-05 3.82E-05 3.00E-04
   8.15E+06 2.72E-09 1.02E-09 5.49E-10 4.90E-09 2.00E-06 7.09E-04 3.54E-03 4.92E-05 3.94E-05 3.82E-05 3.01E-04
   8.45E+06 3.88E-09 1.38E-09 6.44E-10 6.61E-09 2.67E-06 7.88E-04 3.46E-03 4.93E-05 3.94E-05 3.82E-05 3.01E-04
   8.75E+06 5.80E-09 1.75E-09 7.47E-10 8.19E-09 3.29E-06 8.20E-04 3.42E-03 4.94E-05 3.94E-05 3.82E-05 3.02E-04
   9.05E+06 8.88E-09 2.83E-09 8.59E-10 9.49E-09 3.82E-06 8.03E-04 3.44E-03 4.94E-05 3.94E-05 3.82E-05 3.02E-04
   9.35E+06 1.40E-08 7.26E-09 9.79E-10 1.05E-08 4.25E-06 7.39E-04 3.51E-03 4.95E-05 3.94E-05 3.82E-05 3.03E-04
   9.65E+06 2.32E-08 1.88E-08 1.12E-09 1.15E-08 4.65E-06 6.89E-04 3.57E-03 4.96E-05 3.94E-05 3.82E-05 3.03E-04
   9.95E+06 4.16E-08 4.14E-08 1.30E-09 1.28E-08 5.05E-06 6.75E-04 3.59E-03 4.96E-05 3.94E-05 3.82E-05 3.03E-04

     Z      PCH4     PCH3OOH  PN2O     PHNO3    PNO      PNO2     PHNO4    PCCL3F   PCCL2F2  PCCL4    PCH3CL
   5.00E+04 0.00E+00 2.12E-06 1.72E-25 1.36E-07 0.00E+00 2.93E-03 2.16E-06 1.05E-22 3.94E-24 5.16E-22 8.17E-28
   3.50E+05 0.00E+00 2.58E-06 2.39E-21 1.70E-07 1.84-124 3.35E-03 2.68E-06 1.18E-18 5.17E-20 4.52E-18 9.36E-23
   6.50E+05 0.00E+00 2.92E-06 6.16E-18 1.95E-07 7.52E-83 3.70E-03 3.05E-06 2.33E-15 1.17E-16 7.53E-15 1.25E-07
   9.50E+05 0.00E+00 3.19E-06 2.46E-15 2.13E-07 1.26E-57 4.01E-03 3.33E-06 7.04E-13 3.78E-14 2.06E-12 2.31E-16
   1.25E+06 0.00E+00 3.42E-06 1.89E-13 2.27E-07 2.29E-40 4.29E-03 3.55E-06 4.12E-11 2.30E-12 1.15E-10 1.69E-14
   1.55E+06 0.00E+00 3.61E-06 3.68E-12 2.40E-07 3.92E-29 4.53E-03 3.75E-06 6.31E-10 3.58E-11 1.72E-09 2.84E-13
   1.85E+06 0.00E+00 3.82E-06 3.29E-11 2.65E-07 7.10E-22 4.71E-03 4.01E-06 4.52E-09 2.57E-10 1.23E-08 2.07E-12
   2.15E+06 0.00E+00 4.07E-06 1.94E-10 3.28E-07 4.33E-17 4.85E-03 4.45E-06 2.17E-08 1.26E-09 5.92E-08 1.06E-11
   2.45E+06 0.00E+00 4.41E-06 9.08E-10 5.07E-07 6.64E-14 4.95E-03 5.28E-06 8.33E-08 5.32E-09 2.21E-07 5.46E-11
   2.75E+06 0.00E+00 4.95E-06 3.64E-09 1.05E-06 9.42E-12 5.03E-03 7.04E-06 2.71E-07 2.00E-08 6.86E-07 2.56E-10
   3.05E+06 1.94-246 5.92E-06 1.21E-08 2.58E-06 2.80E-10 5.09E-03 1.11E-05 7.21E-07 6.09E-08 1.77E-06 9.01E-10
   3.35E+06 4.72-161 7.68E-06 3.19E-08 6.03E-06 2.84E-09 5.14E-03 1.98E-05 1.51E-06 1.43E-07 3.74E-06 2.35E-09
   3.65E+06 2.33-107 1.05E-05 6.39E-08 1.16E-05 1.31E-08 5.18E-03 3.53E-05 2.49E-06 2.60E-07 6.29E-06 4.65E-09
   3.95E+06 2.16E-73 1.46E-05 1.03E-07 1.87E-05 3.56E-08 5.20E-03 5.86E-05 3.41E-06 3.89E-07 8.71E-06 7.43E-09
   4.25E+06 1.45E-51 1.96E-05 1.43E-07 2.65E-05 6.96E-08 5.22E-03 8.99E-05 4.17E-06 5.14E-07 1.06E-05 1.04E-08
   4.55E+06 2.57E-37 2.50E-05 1.81E-07 3.40E-05 1.10E-07 5.23E-03 1.24E-04 4.77E-06 6.32E-07 1.19E-05 1.34E-08
   4.85E+06 7.27E-28 2.95E-05 2.15E-07 4.08E-05 1.55E-07 5.23E-03 1.55E-04 5.25E-06 7.44E-07 1.28E-05 1.65E-08
   5.15E+06 2.04E-21 3.30E-05 2.45E-07 4.66E-05 2.04E-07 5.24E-03 1.79E-04 5.66E-06 8.56E-07 1.34E-05 1.98E-08
   5.45E+06 6.53E-17 3.55E-05 2.74E-07 5.16E-05 2.63E-07 5.24E-03 1.97E-04 6.03E-06 9.73E-07 1.40E-05 2.37E-08
   5.75E+06 1.06E-13 3.73E-05 3.00E-07 5.60E-05 3.37E-07 5.24E-03 2.10E-04 6.39E-06 1.10E-06 1.45E-05 2.84E-08
   6.05E+06 1.99E-11 3.84E-05 3.26E-07 5.99E-05 4.25E-07 5.24E-03 2.18E-04 6.73E-06 1.23E-06 1.50E-05 3.38E-08
   6.35E+06 8.08E-10 3.90E-05 3.49E-07 6.33E-05 5.25E-07 5.24E-03 2.24E-04 7.06E-06 1.37E-06 1.55E-05 4.01E-08
   6.65E+06 1.15E-08 3.94E-05 3.72E-07 6.64E-05 6.34E-07 5.24E-03 2.28E-04 7.38E-06 1.51E-06 1.60E-05 4.71E-08
   6.95E+06 7.24E-08 3.96E-05 3.94E-07 6.92E-05 7.50E-07 5.24E-03 2.31E-04 7.69E-06 1.65E-06 1.65E-05 5.44E-08
   7.25E+06 2.62E-07 3.97E-05 4.14E-07 7.17E-05 8.73E-07 5.24E-03 2.33E-04 7.96E-06 1.79E-06 1.70E-05 6.19E-08
   7.55E+06 6.42E-07 3.98E-05 4.32E-07 7.40E-05 1.00E-06 5.24E-03 2.34E-04 8.22E-06 1.91E-06 1.75E-05 6.93E-08
