 
 ----------START O ISOTOPE CALCULATION----------
 
  Gross Primary Productivity FOR O2 CO2= 1.16E+14  1.16E+14 cm-2s-1
  45.5   2.2197E-12  2.8479E-12  2.8479E-12  6.4489E-09  1.6563E-08  1.9917E-09  2.7516E-11  4.3641E-10  9.0195E-13  1.0184E-12
  47.5   2.1163E-12  3.0605E-12  3.0605E-12  4.6541E-09  1.5503E-08  1.0940E-09  1.5608E-11  1.3644E-10  3.0379E-13  3.4268E-13
  49.5   1.9597E-12  3.0443E-12  3.0443E-12  3.4108E-09  1.4222E-08  6.1628E-10  9.3154E-12  4.7318E-11  1.1511E-13  1.2920E-13
  51.5   1.8231E-12  3.0211E-12  3.0211E-12  2.5381E-09  1.2887E-08  3.5603E-10  5.5767E-12  1.7503E-11  4.5947E-14  5.1177E-14
  53.5   1.6462E-12  2.7757E-12  2.7757E-12  1.9283E-09  1.1572E-08  2.1217E-10  3.6039E-12  7.3237E-12  2.0637E-14  2.2714E-14
  55.5   1.4811E-12  2.4983E-12  2.4983E-12  1.4912E-09  1.0320E-08  1.3197E-10  2.3855E-12  3.3592E-12  9.9608E-15  1.0793E-14
  57.5   1.3385E-12  2.2311E-12  2.2311E-12  1.1686E-09  9.1610E-09  8.7729E-11  1.6006E-12  1.6794E-12  5.2139E-15  5.5465E-15
  59.5   1.2068E-12  1.9586E-12  1.9586E-12  9.2468E-10  8.1269E-09  6.3897E-11  1.0973E-12  9.3845E-13  3.0430E-15  3.1767E-15
  61.5   1.0719E-12  1.6776E-12  1.6776E-12  7.3577E-10  7.2383E-09  5.1292E-11  7.6826E-13  5.9201E-13  1.9814E-15  2.0354E-15
  63.5   8.8272E-13  1.1651E-12  1.1651E-12  5.8837E-10  6.4997E-09  4.6243E-11  6.2625E-13  4.6233E-13  1.6196E-15  1.6433E-15
  65.5   7.6272E-13  1.0429E-12  1.0429E-12  4.7083E-10  5.9389E-09  4.1687E-11  4.1482E-13  3.2943E-13  1.1168E-15  1.1258E-15
  67.5   6.4137E-13  8.1146E-13  8.1146E-13  3.7195E-10  5.4922E-09  4.1622E-11  3.1360E-13  2.6534E-13  9.0982E-16  9.1344E-16
  69.5   5.2583E-13  6.0599E-13  6.0599E-13  2.8937E-10  5.1453E-09  4.4700E-11  2.5305E-13  2.3982E-13  8.2204E-16  8.2355E-16
  71.5   4.1940E-13  4.4128E-13  4.4128E-13  2.2129E-10  4.8795E-09  4.7520E-11  2.0944E-13  2.1706E-13  7.2818E-16  7.2880E-16
  73.5   3.1774E-13  3.1912E-13  3.1912E-13  1.6212E-10  4.6544E-09  4.4336E-11  1.6378E-13  1.7084E-13  5.3595E-16  5.3619E-16
  75.5   2.1710E-13  2.1476E-13  2.1476E-13  1.0881E-10  4.4301E-09  3.4401E-11  1.1831E-13  1.0973E-13  3.0889E-16  3.0898E-16
  77.5   1.3076E-13  1.3063E-13  1.3063E-13  6.4757E-11  4.1870E-09  2.1940E-11  7.7340E-14  5.6715E-14  1.3754E-16  1.3758E-16
  79.5   6.7854E-14  7.0253E-14  7.0253E-14  3.1869E-11  3.9030E-09  1.3028E-11  5.2946E-14  2.5059E-14  5.3255E-17  5.3274E-17
  81.5   2.5890E-14  2.1668E-14  2.1668E-14  1.0961E-11  3.5562E-09  1.1234E-12  1.1411E-14  6.2708E-15  6.3388E-18  6.3425E-18
  83.5   8.9704E-15  1.1002E-14  1.1002E-14  2.7747E-12  3.1486E-09  4.8690E-14  1.3681E-15  1.2976E-15  4.3301E-19  4.3329E-19
  85.5   3.0864E-15  7.6990E-15  7.6990E-15  6.5476E-13  2.7382E-09  1.2043E-14  2.9342E-16  2.6827E-16  2.9865E-20  2.9886E-20
  87.5   1.0676E-15  6.1555E-15  6.1555E-15  1.6849E-13  2.3594E-09  6.2647E-15  6.9280E-17  5.5787E-17  2.1067E-21  2.1083E-21
  89.5   3.7091E-16  5.3520E-15  5.3520E-15  5.0410E-14  2.0272E-09  3.6978E-15  1.7249E-17  1.1615E-17  1.5112E-22  1.5125E-22
  91.5   1.2997E-16  4.9058E-15  4.9058E-15  1.8093E-14  1.7517E-09  2.1878E-15  3.9735E-18  2.4364E-18  1.1148E-23  1.1159E-23
  93.5   4.5886E-17  4.6193E-15  4.6193E-15  7.7609E-15  1.5346E-09  1.3287E-15  9.4088E-19  5.1396E-19  8.5064E-25  8.5172E-25
  95.5   1.6462E-17  4.3921E-15  4.3921E-15  3.9750E-15  1.3762E-09  8.3026E-16  2.2729E-19  1.0984E-19  6.8804E-26  6.8918E-26
  97.5   6.2358E-18  4.1730E-15  4.1730E-15  2.4722E-15  1.2754E-09  5.3653E-16  5.5624E-20  2.4304E-20  6.1336E-27  6.1474E-27
  99.5   3.1451E-18  3.9365E-15  3.9365E-15  1.9377E-15  1.2301E-09  3.6028E-16  1.4206E-20  7.2652E-21  7.5901E-28  7.6125E-28
Alt(km)   CH3QOH      CH3OQ       CH3QO       N2Q         NQ          NOQ         HNOQ        HNO2Q       HOQNO2      HO2NOQ  
 
   TPI   1.7042E+11  2.9454E+11  2.9454E+11  4.2308E+06  2.6691E+13  5.3716E+13  2.3749E+10  1.7955E+11  1.5495E+11  1.6740E+11
   TLI   1.6431E+11  2.9433E+11  2.9433E+11  1.1242E+09  2.6691E+13  5.3716E+13  2.3748E+10  1.7697E+11  1.5495E+11  1.6739E+11
 
Alt(km)   NO2Q        N2O4Q       N2QO4       OQ          SQ          SOQ         H2SO3Q      HSQ         COQ     
   0.5   1.2457E-14  8.1232E-17  2.0308E-17  4.1964E-01  5.0053E-20  5.5344E-11  8.9221E-12  7.1782E-14  8.0052E-04
   1.5   1.4515E-14  1.6839E-16  4.2098E-17  4.1965E-01  7.7288E-20  9.4978E-11  1.7777E-11  8.8237E-14  8.0969E-04
   2.5   1.8051E-14  3.8755E-16  9.6888E-17  4.1966E-01  1.1773E-19  1.2904E-10  2.7820E-11  1.0266E-13  8.1868E-04
   3.5   2.2110E-14  9.5892E-16  2.3973E-16  4.1967E-01  1.7875E-19  1.6019E-10  3.7662E-11  1.2051E-13  8.2737E-04
   5.5   2.7062E-14  4.9048E-15  1.2262E-15  4.1968E-01  4.2904E-19  2.2154E-10  5.4048E-11  1.7256E-13  8.4328E-04
   7.5   2.3359E-14  1.3293E-14  3.3232E-15  4.1969E-01  9.5990E-19  2.8073E-10  5.8697E-11  2.5271E-13  8.5581E-04
   9.5   2.2038E-14  4.9539E-14  1.2385E-14  4.1970E-01  1.8714E-18  2.8508E-10  5.2945E-11  2.7224E-13  8.6262E-04
  11.5   2.5223E-14  2.2742E-13  5.6856E-14  4.1970E-01  6.7196E-19  1.3159E-10  2.5677E-11  5.1276E-14  8.6272E-04
  13.5   3.9004E-14  7.6956E-13  1.9239E-13  4.1970E-01  3.0033E-20  2.8351E-11  3.9789E-12  2.2934E-15  8.6314E-04
  15.5   9.0236E-14  4.1115E-12  1.0279E-12  4.1969E-01  1.1323E-21  3.4254E-12  3.4931E-13  3.2672E-17  8.6431E-04
  17.5   2.1407E-13  1.6886E-11  4.2216E-12  4.1968E-01  4.9916E-22  3.5642E-13  3.1311E-14  2.6485E-19  8.6630E-04
  19.5   4.4273E-13  4.5183E-11  1.1296E-11  4.1967E-01  2.8607E-22  3.6996E-14  3.3088E-15  1.6464E-21  8.6893E-04
  21.5   8.1935E-13  8.7703E-11  2.1926E-11  4.1965E-01  1.3961E-22  4.1405E-15  5.4093E-16  9.3618E-24  8.7188E-04
  23.5   1.4400E-12  1.4294E-10  3.5735E-11  4.1963E-01  6.0427E-23  4.9964E-16  1.0525E-15  4.6537E-26  8.7497E-04
  25.5   2.3884E-12  2.0800E-10  5.2000E-11  4.1961E-01  2.5139E-23  6.4232E-17  1.9625E-15  1.9424E-28  8.7817E-04
  27.5   3.7674E-12  2.7608E-10  6.9020E-11  4.1959E-01  1.2082E-23  1.0345E-17  2.0768E-15  5.2838E-30  8.8150E-04
  29.5   5.4840E-12  3.1148E-10  7.7869E-11  4.1957E-01  1.7309E-23  5.3920E-18  2.0887E-15  5.5495E-30  8.8497E-04
  31.5   7.0450E-12  2.6857E-10  6.7142E-11  4.1954E-01  6.2033E-23  7.7326E-18  2.0846E-15  1.4881E-29  8.8856E-04
  33.5   7.8647E-12  1.6798E-10  4.1994E-11  4.1952E-01  2.0955E-22  1.2313E-17  2.0742E-15  3.5951E-29  8.9218E-04
  35.5   7.5206E-12  7.6155E-11  1.9039E-11  4.1950E-01  5.5652E-22  1.8824E-17  2.0579E-15  6.5965E-29  8.9572E-04
  37.5   6.1233E-12  2.5274E-11  6.3184E-12  4.1948E-01  1.2347E-21  2.7151E-17  2.0359E-15  9.2920E-29  8.9894E-04
  39.5   4.2314E-12  5.9518E-12  1.4880E-12  4.1946E-01  2.4768E-21  3.8997E-17  2.0056E-15  1.1279E-28  9.0172E-04
  41.5   2.4238E-12  9.8018E-13  2.4504E-13  4.1944E-01  4.9643E-21  6.0295E-17  1.9560E-15  1.4079E-28  9.0396E-04
  43.5   1.2024E-12  1.3043E-13  3.2608E-14  4.1942E-01  1.0040E-20  9.8865E-17  1.8716E-15  1.8863E-28  9.0559E-04
  45.5   5.6259E-13  1.6859E-14  4.2148E-15  4.1940E-01  1.9069E-20  1.5751E-16  1.7469E-15  2.4479E-28  9.0666E-04
  47.5   2.6153E-13  2.3094E-15  5.7735E-16  4.1937E-01  3.2577E-20  2.3059E-16  1.5934E-15  2.9003E-28  9.0732E-04
  49.5   1.2405E-13  3.6807E-16  9.2018E-17  4.1934E-01  5.6612E-20  3.0841E-16  1.4309E-15  3.5027E-28  9.0766E-04
  51.5   5.9437E-14  6.3050E-17  1.5762E-17  4.1931E-01  9.3129E-20  3.8389E-16  1.2734E-15  4.4496E-28  9.0779E-04
  53.5   2.9570E-14  1.2648E-17  3.1621E-18  4.1928E-01  1.6201E-19  4.5098E-16  1.1335E-15  6.7278E-28  9.0775E-04
  55.5   1.5188E-14  2.8147E-18  7.0368E-19  4.1925E-01  2.8054E-19  5.0903E-16  1.0120E-15  1.1460E-27  9.0760E-04
  57.5   8.1580E-15  6.9722E-19  1.7431E-19  4.1921E-01  4.7505E-19  5.5855E-16  9.0775E-16  2.0961E-27  9.0736E-04
  59.5   4.6896E-15  2.0058E-19  5.0146E-20  4.1918E-01  7.9125E-19  6.0005E-16  8.1951E-16  4.0297E-27  9.0705E-04
  61.5   2.9075E-15  6.7889E-20  1.6972E-20  4.1914E-01  1.2992E-18  6.3424E-16  7.4553E-16  7.9789E-27  9.0668E-04
  63.5   2.1415E-15  3.4501E-20  8.6253E-21  4.1910E-01  2.6956E-18  6.6038E-16  6.8483E-16  2.0135E-26  9.0627E-04
  65.5   1.3688E-15  1.2597E-20  3.1494E-21  4.1906E-01  3.6444E-18  6.8212E-16  6.3455E-16  3.4882E-26  9.0579E-04
  67.5   9.9507E-16  5.8019E-21  1.4505E-21  4.1902E-01  5.5210E-18  6.9841E-16  5.9159E-16  6.9802E-26  9.0523E-04
  69.5   7.6100E-16  3.0382E-21  7.5955E-22  4.1897E-01  7.7927E-18  7.1047E-16  5.5549E-16  1.3762E-25  9.0459E-04
  71.5   5.7528E-16  1.5587E-21  3.8968E-22  4.1891E-01  9.9964E-18  7.1956E-16  5.2528E-16  2.5116E-25  9.0384E-04
  73.5   3.8899E-16  6.2499E-22  1.5625E-22  4.1884E-01  1.1887E-17  7.2754E-16  4.9769E-16  4.0679E-25  9.0290E-04
  75.5   2.2814E-16  1.8442E-22  4.6106E-23  4.1875E-01  1.4142E-17  7.3415E-16  4.6997E-16  6.0448E-25  9.0161E-04
  77.5   1.1436E-16  3.9450E-23  9.8625E-24  4.1862E-01  1.7473E-17  7.3780E-16  4.4219E-16  8.4249E-25  8.9984E-04
  79.5   5.2617E-17  6.7461E-24  1.6865E-24  4.1844E-01  2.0200E-17  7.4200E-16  4.1452E-16  1.1501E-24  8.9744E-04
  81.5   8.2454E-18  4.8109E-25  1.2027E-25  4.1819E-01  6.1174E-17  6.7117E-16  3.8701E-16  1.3954E-24  8.9418E-04
  83.5   3.7312E-19  2.3423E-26  5.8557E-27  4.1774E-01  1.5902E-16  4.8639E-16  3.5989E-16  6.7588E-25  8.8990E-04
  85.5   7.1628E-20  1.1425E-27  2.8564E-28  4.1691E-01  2.3322E-16  3.4253E-16  3.3307E-16  2.7520E-25  8.8431E-04
  87.5   2.6457E-20  5.6684E-29  1.4171E-29  4.1547E-01  2.7618E-16  2.5441E-16  3.0615E-16  1.1019E-25  8.7691E-04
  89.5   1.1006E-20  2.8469E-30  7.1172E-31  4.1319E-01  3.0179E-16  1.9587E-16  2.7865E-16  4.7033E-26  8.6701E-04
  91.5   4.4043E-21  1.4645E-31  3.6612E-32  4.0984E-01  3.1571E-16  1.5569E-16  2.5023E-16  2.0932E-26  8.5374E-04
  93.5   1.8327E-21  7.7477E-33  1.9369E-33  4.0527E-01  3.2320E-16  1.2257E-16  2.2069E-16  9.8929E-27  8.3606E-04
  95.5   7.8855E-22  4.3182E-34  1.0795E-34  3.9938E-01  3.2478E-16  9.4207E-17  1.9025E-16  4.8962E-27  8.1291E-04
  97.5   3.5034E-22  2.6520E-35  6.6299E-36  3.9221E-01  3.1950E-16  7.1416E-17  1.5952E-16  2.4991E-27  7.8329E-04
  99.5   1.6076E-22  2.2528E-36  5.6320E-37  3.8394E-01  3.0605E-16  5.6123E-17  1.2954E-16  1.2959E-27  7.4649E-04
Alt(km)   NO2Q        N2O4Q       N2QO4       OQ          SQ          SOQ         H2SO3Q      HSQ         COQ     
 
   TPI   1.6978E+11  6.6794E+09  1.6698E+09  1.1655E+20  3.7887E+08  3.6133E+11  1.0971E+10  2.2851E+08  2.3611E+14
   TLI   1.6978E+11  6.6794E+09  1.6698E+09  1.1655E+20  3.7887E+08  3.6000E+11  1.0757E+10  2.2679E+08  2.9676E+12
 
 
  NUMBER DENSITY OF SHORT-LIVED ISOTOPIC SPECIES
Alt(km)   Q1D         H3CQ        HCQ         SO1Q        SO3Q        HSO2Q       SO2Q    
   0.5   5.8282E-03  3.1908E+01  4.9105E-03  4.3073E-04  3.1313E-03  1.4677E-03  1.5502E+00
   4.5   1.7776E-02  4.4884E+01  5.2645E-03  1.9262E-03  1.3849E-02  7.7644E-03  5.2896E+01
   8.5   2.8335E-02  2.4579E+01  1.7670E-03  3.3771E-03  2.4162E-02  1.0529E-02  8.3749E+02
  12.5   5.0770E-02  1.2445E+01  5.5860E-04  8.2646E-04  5.8966E-03  2.0527E-03  2.0730E+03
  16.5   2.9139E-01  8.4525E+00  3.5818E-04  1.4073E-05  1.0011E-04  1.9787E-05  1.9404E+01
  20.5   1.1394E+00  1.0375E+01  4.6562E-04  1.6731E-07  1.1830E-06  2.2221E-07  2.0592E-01
  24.5   4.0421E+00  1.9139E+01  1.0856E-03  2.7982E-09  1.9568E-08  4.4410E-09  3.9851E-03
  28.5   1.4719E+01  3.8162E+01  2.8532E-03  1.2113E-10  8.3299E-10  2.3043E-10  2.0088E-04
  32.5   4.9183E+01  7.1882E+01  6.9200E-03  2.7965E-10  1.8790E-09  5.6356E-10  4.7884E-04
  36.5   1.1695E+02  1.0449E+02  1.3570E-02  1.0058E-09  6.5629E-09  1.4249E-09  1.2406E-03
  40.5   2.3131E+02  1.1645E+02  1.9160E-02  2.9612E-09  1.8613E-08  2.5148E-09  2.2798E-03
  44.5   2.8078E+02  8.0423E+01  1.5845E-02  9.2158E-09  5.4926E-08  3.1404E-09  3.0380E-03
  48.5   2.1636E+02  4.4581E+01  9.9754E-03  2.0679E-08  1.1417E-07  2.4094E-09  2.5444E-03
  52.5   1.5438E+02  2.5492E+01  5.5320E-03  3.1628E-08  1.5803E-07  1.7272E-09  1.9147E-03
  56.5   1.0546E+02  1.5397E+01  2.7994E-03  3.8248E-08  1.6855E-07  1.3575E-09  1.4844E-03
  60.5   6.2025E+01  9.7801E+00  1.4678E-03  3.9985E-08  1.5005E-07  1.0460E-09  1.1229E-03
  64.5   3.5030E+01  6.2151E+00  7.8581E-04  3.7377E-08  1.1686E-07  9.4690E-10  9.6183E-04
  68.5   1.6499E+01  4.1604E+00  2.5272E-03  3.0941E-08  7.8555E-08  7.1896E-10  7.4051E-04
  72.5   8.8623E+00  2.9459E+00  1.1370E-02  2.2954E-08  4.8021E-08  6.3287E-10  6.6437E-04
  76.5   8.4540E+00  1.4528E+00  2.3348E-02  1.5289E-08  2.7241E-08  4.1908E-10  4.8537E-04
  80.5   1.0948E+01  2.9705E-01  2.5999E-02  9.1374E-09  1.4514E-08  1.9584E-10  2.8166E-04
  84.5   4.1780E+01  6.1947E-03  2.5773E-02  2.8330E-09  4.1783E-09  2.3795E-12  2.9217E-05
  88.5   7.7738E+01  6.6957E-04  1.6865E-02  8.0117E-10  1.1305E-09  7.9592E-14  3.3072E-05
  92.5   1.0968E+02  7.2557E-05  9.2212E-03  2.4616E-10  3.3918E-10  2.1741E-15  2.9524E-05
  96.5   2.3266E+02  1.0163E-05  4.7254E-03  7.2336E-11  9.8518E-11  5.2521E-17  1.8109E-05
Alt(km)   Q1D         H3CQ        HCQ         SO1Q        SO3Q        HSO2Q       SO2Q    

 FLUXES OF LONG-LIVED ISOTOPIC SPECIES


     Z        H2CQ     Q        H2Q      QH       HOQ      H2OQ     O2Q      OQO      CQ       CH3OQH   CH3QOH   CH3OQ   
  0.00E+00-9.85E+08 3.11E+04 4.69E+13-1.70E+06-7.16E+08-1.54E+10-7.83E+10-3.37E+10 3.46E+11-6.11E+09-6.11E+09-2.07E+08
  1.00E+05-1.66E+08-4.79E+02 0.00E+00-3.51E+05-1.09E+07-2.05E+09-1.63E+11-7.04E+10 2.72E+11 1.21E+08 1.21E+08 3.29E+06
  5.00E+05 4.05E+08-1.35E+03 0.00E+00-2.01E+05 4.17E+07 7.63E+09-2.39E+11-1.03E+11 9.46E+10 3.17E+09 3.17E+09 1.82E+07
  9.00E+05 1.33E+08-2.11E+03 0.00E+00-1.14E+05 2.44E+07 2.14E+09-1.43E+11-6.16E+10 2.79E+10 6.03E+08 6.03E+08 5.79E+06
  1.30E+06 1.37E+06-1.95E+03-2.33E+10-6.58E+03 4.88E+05 1.93E+07-7.78E+10-3.35E+10 3.64E+09 2.63E+06 2.63E+06 4.34E+04
  1.70E+06 6.83E+03-7.13E+03-1.93E+10-6.47E+03-7.98E+04-2.30E+05-7.20E+10-3.10E+10 2.63E+08 8.75E+03 8.75E+03 1.05E+03
  2.10E+06-2.20E+05-4.43E+04-1.70E+10-2.13E+04-3.61E+05-2.23E+06-9.37E+10-4.04E+10 2.50E+07-6.06E+04-6.06E+04-3.63E+03
  2.50E+06-3.26E+05-2.93E+05-1.45E+10-8.26E+04-1.43E+06-1.38E+07-1.31E+11-5.67E+10 6.36E+06-1.54E+05-1.54E+05-7.70E+03
  2.90E+06-2.46E+05-1.58E+06-1.13E+10-2.99E+05-3.27E+06-2.52E+07-1.22E+11-5.24E+10 1.09E+07-4.62E+04-4.62E+04-7.12E+03
  3.30E+06-6.04E+04-6.79E+06-7.27E+09-9.92E+05-3.47E+06 5.13E+06 5.53E+09 2.38E+09 1.04E+07 7.48E+04 7.48E+04-5.75E+03
  3.70E+06 9.62E+04-2.75E+07-3.43E+09-2.60E+06-1.49E+06 1.15E+07 6.39E+10 2.76E+10 9.38E+06 4.64E+04 4.64E+04-4.34E+03
  4.10E+06 1.09E+05-1.10E+08-6.44E+08-4.00E+06-1.50E+06 2.68E+06 5.49E+10 2.37E+10 2.87E+06 1.02E+04 1.02E+04-4.20E+03
  4.50E+06 8.48E+04-2.18E+08 1.18E+09-1.81E+06-1.10E+06 9.26E+05 2.98E+10 1.29E+10-9.43E+06 2.09E+03 2.09E+03-2.67E+03
  4.90E+06 6.73E+04-2.99E+08 2.38E+09-1.16E+06-9.28E+05 3.22E+05 1.15E+10 4.94E+09-2.31E+07 2.03E+03 2.03E+03 7.50E+02
  5.30E+06 4.17E+04-3.79E+08 3.15E+09-1.62E+06-1.41E+06-1.53E+05 5.73E+09 2.47E+09-5.45E+07 2.18E+03 2.18E+03 3.53E+03
  5.70E+06 2.27E+04-4.42E+08 3.57E+09-2.88E+06-2.72E+06-6.32E+05 4.61E+09 1.99E+09-1.23E+08 1.53E+03 1.53E+03 2.97E+03
  6.10E+06 1.40E+04-4.43E+08 3.75E+09-5.27E+06-5.11E+06-1.58E+06 3.06E+09 1.32E+09-2.41E+08 1.42E+03 1.42E+03 2.91E+03
  6.50E+06-1.24E+04-6.25E+08 3.79E+09-9.18E+06-9.05E+06-3.01E+06 2.17E+09 9.36E+08-4.28E+08 1.02E+03 1.02E+03 1.04E+03
  6.90E+06-1.49E+05-4.27E+08 3.73E+09-2.00E+07-1.84E+07-8.36E+06 8.48E+08 3.66E+08-6.51E+08 8.85E+02 8.85E+02 1.47E+03
  7.30E+06-2.39E+05-7.93E+08 3.47E+09-2.77E+07-2.18E+07-8.74E+06 2.61E+08 1.12E+08-8.33E+08 5.75E+02 5.75E+02 6.37E+02
  7.70E+06-1.34E+05-1.38E+09 2.75E+09-1.29E+07-5.59E+06-3.60E+05 5.82E+07 2.51E+07-8.76E+08 2.49E+02 2.49E+02 2.33E+02
  8.10E+06-7.76E+04-3.41E+10 2.05E+09 5.93E+07 3.78E+07 7.11E+06-1.98E+08-8.54E+07-8.12E+08 5.73E+01 5.73E+01 6.24E+01
  8.50E+06 5.72E+04-3.84E+11 8.32E+08 1.10E+06 7.11E+05 4.08E+05-4.17E+08-1.80E+08-4.83E+08 3.75E+00 3.75E+00 2.22E+00
  8.90E+06 5.10E+03-6.73E+11 2.67E+08 1.49E+05 3.30E+04 1.72E+04-7.00E+07-3.02E+07-2.54E+08 2.24E-01 2.24E-01 2.68E-01
  9.30E+06 7.82E+02-6.78E+11 8.20E+07 2.86E+04 2.61E+03 6.83E+02 4.35E+07 1.87E+07-1.32E+08 1.37E-02 1.37E-02 3.26E-02
  9.70E+06 1.27E+02-5.15E+11 2.39E+07 5.47E+03 2.94E+02 2.69E+01 2.47E+07 1.06E+07-6.96E+07 8.75E-04 8.75E-04 3.68E-03
  1.00E+07-9.61E-07-3.51E+11 6.59E+06-2.98E-02-3.13E-03-4.44E-15-2.13E-01-9.18E-02-4.32E+07-2.47E-17-2.47E-17-1.89E-14

     Z        CH3QO    N2Q      NQ       NOQ      HNOQ     HNO2Q    HOQNO2   HO2NOQ   NO2Q     N2O4Q    N2QO4    OQ      
  0.00E+00-2.07E+08 1.12E+09-1.97E+07-8.50E+07-7.01E+05-2.57E+09-3.95E+06-4.27E+06-1.50E+05-9.75E+02-2.44E+02-2.30E+14
  1.00E+05 3.29E+06 1.12E+09-2.27E+07-6.19E+07-4.63E+05-2.61E+09-1.15E+07-1.25E+07-4.71E+04-1.99E+03-4.98E+02-2.07E+14
  5.00E+05 1.82E+07 1.11E+09-4.11E+07-5.25E+07-5.63E+05-1.50E+09-3.35E+08-3.71E+08-2.29E+04-3.94E+04-9.85E+03-1.15E+14
  9.00E+05 5.79E+06 1.10E+09-5.67E+07-2.03E+07-4.56E+05-3.33E+08 3.72E+06 1.12E+06-1.14E+03-2.36E+05-5.89E+04-2.28E+13
  1.30E+06 4.34E+04 1.10E+09-1.19E+07-2.36E+07-2.23E+04-4.31E+08-3.42E+06-3.35E+06-5.34E+03-1.97E+05-4.92E+04 2.76E+11
  1.70E+06 1.05E+03 1.09E+09-6.07E+06-3.09E+07-9.85E+03-4.03E+08-7.85E+06-7.88E+06-8.70E+03-9.58E+05-2.40E+05 2.55E+11
  2.10E+06-3.63E+03 1.06E+09-4.23E+06-3.13E+07-1.20E+04-3.43E+08-8.97E+06-9.00E+06-1.81E+04-1.94E+06-4.85E+05 2.78E+11
  2.50E+06-7.70E+03 9.88E+08-7.38E+06-4.76E+07-2.99E+04-2.17E+08-6.13E+06-6.21E+06-3.77E+04-2.44E+06-6.09E+05 3.22E+11
  2.90E+06-7.12E+03 8.08E+08-2.00E+07-8.89E+07-9.58E+04-1.63E+06 2.66E+06 2.53E+06-5.25E+04-6.24E+05-1.56E+05 2.93E+11
  3.30E+06-5.75E+03 5.06E+08-4.52E+07-7.23E+07-2.39E+05 1.84E+08 7.67E+06 7.78E+06-1.67E+04 2.43E+06 6.07E+05 8.73E+10
  3.70E+06-4.34E+03 2.31E+08-6.64E+07 4.20E+07-2.94E+05 1.90E+08 2.42E+06 2.53E+06 3.02E+04 7.77E+05 1.94E+05-2.53E+10
  4.10E+06-4.20E+03 8.91E+07-3.31E+07 7.08E+07 1.02E+05 8.00E+07 2.51E+05 2.74E+05 2.75E+04 4.94E+04 1.23E+04-4.09E+10
  4.50E+06-2.67E+03 3.37E+07 1.03E+07 2.05E+07 2.27E+05 9.77E+06 1.91E+04 2.15E+04 7.37E+03 8.38E+02 2.10E+02-2.69E+10
  4.90E+06 7.50E+02 1.40E+07 1.62E+07 5.01E+06 6.61E+04 7.90E+05 1.72E+03 1.94E+03 1.38E+03 1.33E+01 3.33E+00-1.17E+10
  5.30E+06 3.53E+03 6.51E+06 1.53E+07 1.44E+06 1.95E+04 8.90E+04 2.27E+02 2.55E+02 2.84E+02 3.51E-01 8.76E-02-8.43E+09
  5.70E+06 2.97E+03 3.32E+06 1.26E+07 4.18E+05 7.76E+03 1.48E+04 4.23E+01 4.66E+01 6.44E+01 1.51E-02 3.79E-03-9.09E+09
  6.10E+06 2.91E+03 1.82E+06 8.77E+06 1.09E+05 3.04E+03 2.92E+03 9.12E+00 9.76E+00 1.55E+01 9.58E-04 2.40E-04-7.89E+09
  6.50E+06 1.04E+03 1.06E+06 4.96E+06 3.51E+04 1.78E+03 1.17E+03 4.27E+00 4.38E+00 6.32E+00 1.60E-04 3.99E-05-6.90E+09
  6.90E+06 1.47E+03 6.17E+05 2.54E+06-2.69E+04 4.43E+02 1.62E+02 6.11E-01 6.24E-01 1.74E+00 1.80E-05 4.50E-06-5.40E+09
  7.30E+06 6.37E+02 3.26E+05 1.25E+06 2.96E+04 2.67E+02 2.96E+02 1.21E+00 1.22E+00 1.06E+00 4.54E-06 1.13E-06-4.13E+09
  7.70E+06 2.33E+02 1.27E+05 7.71E+05 3.93E+04 1.25E+02 1.50E+02 4.69E-01 4.69E-01 3.21E-01 3.07E-07 7.68E-08-2.61E+09
  8.10E+06 6.24E+01 2.89E+04 6.06E+05 1.68E+04 7.73E+01 2.40E+01 5.43E-02 5.44E-02 7.08E-02 5.28E-09 1.32E-09 3.11E+10
  8.50E+06 2.22E+00 1.19E+03 3.52E+05 1.41E+01 5.34E-01 5.54E-01 1.44E-04 1.44E-04 1.13E-04 6.91E-12 1.73E-12 3.83E+11
  8.90E+06 2.68E-01 3.47E+01 1.40E+05 9.39E-01 1.50E-02 1.20E-02 3.56E-07 3.56E-07 5.12E-06 8.44E-15 2.11E-15 6.72E+11
  9.30E+06 3.26E-02 1.68E+00 4.52E+04 1.60E-01 4.41E-04 2.62E-04 9.57E-10 9.58E-10 4.30E-07 1.10E-17 2.75E-18 6.78E+11
  9.70E+06 3.68E-03 1.30E-01 1.03E+04 2.81E-02 1.34E-05 6.16E-06 3.21E-12 3.22E-12 3.76E-08 1.75E-20 4.37E-21 5.14E+11
  1.00E+07-1.88E-14-8.21E-14-1.57E-07-8.89E-08-1.50E-15-2.12E-21-2.67E-24-1.27E-24-3.14E-14-8.08E-33-2.02E-33 3.50E+11

     Z        SQ       SOQ      H2SO3Q   HSQ      COQ     
  0.00E+00 1.72E-04-1.33E+09-2.14E+08-1.72E+06-2.33E+14
  1.00E+05-6.23E-01-9.06E+08-2.03E+08-3.76E+05-2.10E+14
  5.00E+05-2.34E+00-4.72E+08-1.12E+08-4.48E+05-1.16E+14
  9.00E+05-4.46E+00 9.71E+07 3.74E+07 9.59E+04-2.34E+13
