  94)     HO2NO2   +  HV        =    HO2      +  NO2                 
  95)     HO2NO2   +  HV        =    HO2      +  NO2                 
  96)     CH3OOH   +  OH        =    CH3O2    +  H2O                 
  97)     CH3O2    +  OH        =    H3CO     +  HO2                 
  98)     O3       +  NO2       =    O2       +  NO3                 
  99)     NO2      +  NO3       =    NO       +  NO2         O2      
 100)     O        +  NO3       =    O2       +  NO2                 
 101)     CH3CL    +  HV        =    CH3      +  CL                  
 102)     NO       +  NO3       =    NO2      +  NO2                 
 103)     OH       +  NO3       =    HO2      +  NO2                 
 104)     CH3CL    +  OH        =    CLO      +  H2CO        H2O     
 105)     CL       +  O3        =    CLO      +  O2                  
 106)     CL       +  H2        =    HCL      +  H                   
 107)     CL       +  CH4       =    HCL      +  CH3                 
 108)     CL       +  CH3CL     =    CLO      +  H2CO        HCL     
 109)     CL       +  H2CO      =    HCL      +  HCO                 
 110)     CL       +  H2O2      =    HCL      +  HO2                 
 111)     CL       +  HO2       =    HCL      +  O2                  
 112)     CL       +  HO2       =    CLO      +  OH                  
 113)     CL       +  CLONO2    =    CL       +  CL          NO2     
 114)     CL       +  NO        =    NOCL     +                      
 115)     CL       +  NO2       =    CLONO    +                      
 116)     CL       +  NOCL      =    NO       +  CL2                 
 117)     CL       +  O2        =    CLO2     +                      
 118)     CL       +  CLO2      =    CL2      +  O2                  
 119)     CL       +  CLO2      =    CLO      +  CLO                 
 120)     CLO      +  O         =    CL       +  O2                  
 121)     CLO      +  NO        =    CL       +  NO2                 
 122)     CLO      +  NO2       =    CLONO2   +                      
 123)     CLO      +  HO2       =    HOCL     +  O2                  
 124)     CLO      +  OH        =    CL       +  HO2                 
 125)     HCL      +  OH        =    CL       +  H2O                 
 126)     HOCL     +  OH        =    CLO      +  H2O                 
 127)     CLONO2   +  OH        =    CL       +  HO2         NO2     
 128)     HCL      +  O         =    CL       +  OH                  
 129)     HOCL     +  O         =    CLO      +  OH                  
 130)     CLONO2   +  O         =    CL       +  O2          NO2     
 131)     CL2      +  OH        =    HOCL     +  CL                  
 132)     CL2      +  HV        =    CL       +  CL                  
 133)     CLO2     +  HV        =    CLO      +  O                   
 134)     HCL      +  HV        =    H        +  CL                  
 135)     HOCL     +  HV        =    OH       +  CL                  
 136)     NOCL     +  HV        =    CL       +  NO                  
 137)     CLONO    +  HV        =    CL       +  NO2                 
 138)     CLONO2   +  HV        =    CL       +  NO3                 
 139)     CLO2     +  HV        =    CL       +  O2                  
 140)     HO2      +  NO3       =    HNO3     +  O2                  
 141)     CLO      +  CLO       =    CL2O2    +                      
 142)     CL2O2    +  HV        =    CLO2     +  CL                  
 143)     CL2O2    +  HV        =    CLO      +  CLO                 
 144)     CLO2     +  HV        =    CL       +  O2                  
 145)     CL       +  NO3       =    CLO      +  NO2                 
 146)     CL       +  HOCL      =    CL2      +  OH                  
 147)     CLO      +  NO3       =    CLONO    +  O2                  
 148)     CLONO    +  OH        =    HOCL     +  NO2                 
 149)     CLO2     +  O         =    CLO      +  O2                  
 150)     NO2      +  O         =    NO3      +                      
 151)     NO3      +  HV        =    NO2      +  O                   
 152)     NO3      +  NO2       =    N2O5     +                      
 153)     N2O5     +  HV        =    NO2      +  NO3                 
 154)     N2O5     +  HV        =    NO2      +  NO3                 
 155)     N2O5     +  H2O       =    HNO3     +  HNO3                
 156)     SO       +  HV        =    S        +  O                   
 157)     SO2      +  HV        =    SO       +  O                   
 158)     H2S      +  HV        =    HS       +  H                   
 159)     SO       +  O2        =    O        +  SO2                 
 160)     SO       +  HO2       =    SO2      +  OH                  
 161)     SO       +  O         =    SO2      +                      
 162)     SO       +  OH        =    SO2      +  H                   
 163)     SO2      +  OH        =    HSO3     +                      
 164)     SO2      +  O         =    SO3      +                      
 165)     SO3      +  H2O       =    H2SO4    +                      
 166)     HSO3     +  O2        =    HO2      +  SO3                 
 167)     HSO3     +  OH        =    H2O      +  SO3                 
 168)     HSO3     +  H         =    H2       +  SO3                 
 169)     HSO3     +  O         =    OH       +  SO3                 
 170)     H2S      +  OH        =    H2O      +  HS                  
 171)     H2S      +  H         =    H2       +  HS                  
 172)     H2S      +  O         =    OH       +  HS                  
 173)     HS       +  O         =    H        +  SO                  
 174)     HS       +  O2        =    OH       +  SO                  
 175)     HS       +  HO2       =    H2S      +  O2                  
 176)     HS       +  HS        =    H2S      +  S                   
 177)     HS       +  HCO       =    H2S      +  CO                  
 178)     HS       +  H         =    H2       +  S                   
 179)     HS       +  S         =    H        +  S2                  
 180)     S        +  O2        =    SO       +  O                   
 181)     S        +  OH        =    SO       +  H                   
 182)     SO2      +  HV        =    S        +  O2                  
 183)     S        +  HO2       =    HS       +  O2                  
 184)     S        +  HO2       =    SO       +  OH                  
 185)     HS       +  H2CO      =    H2S      +  HCO                 
 186)     SO2      +  HV        =    SO21     +                      
 187)     SO2      +  HV        =    SO23     +                      
 188)     H2SO4    +  HV        =    SO2      +  OH          OH      
 189)     SO3      +  HV        =    SO2      +  O                   
 190)     SO21     +  M         =    SO23     +  M                   
 191)     SO21     +  M         =    SO2      +  M                   
 192)     SO21     +  HV        =    SO23     +  HV                  
 193)     SO21     +  HV        =    SO2      +  HV                  
 194)     SO21     +  O2        =    SO3      +  O                   
 195)     SO21     +  SO2       =    SO3      +  SO                  
 196)     SO23     +  M         =    SO2      +  M                   
 197)     SO23     +  HV        =    SO2      +  HV                  
 198)     SO23     +  SO2       =    SO3      +  SO                  
 199)     SO       +  NO2       =    SO2      +  NO                  
 200)     SO       +  O3        =    SO2      +  O2                  
 201)     SO2      +  HO2       =    SO3      +  OH                  
 202)     HS       +  O3        =    HSO      +  O2                  
 203)     HS       +  NO2       =    HSO      +  NO                  
 204)     S        +  O3        =    SO       +  O2                  
 205)     SO       +  SO        =    SO2      +  S                   
 206)     SO3      +  SO        =    SO2      +  SO2                 
 207)     S        +  CO2       =    SO       +  CO                  
 208)     SO       +  HO2       =    HSO      +  O2                  
 209)     SO       +  HCO       =    HSO      +  CO                  
 210)     H        +  SO        =    HSO      +                      
 211)     HSO      +  HV        =    HS       +  O                   
 212)     HSO      +  OH        =    H2O      +  SO                  
 213)     HSO      +  H         =    HS       +  OH                  
 214)     HSO      +  H         =    H2       +  SO                  
 215)     HSO      +  HS        =    H2S      +  SO                  
 216)     HSO      +  O         =    OH       +  SO                  
 217)     HSO      +  S         =    HS       +  SO                  
 218)     N2       +  O1D       =    N2O      +                      
 219)     N2O      +  H         =    NO       +  NO          H       
 220)     N2O      +  NO        =    NO2      +  N2                  
 221)     O1D      +  CO2       =    CO2      +  O                   
 222)     CO       +  O1D       =    CO2      +                      

H2CO                PRODUCTION RXS              INT RX RATE    TP =  9.66E+10
  60) CH4     + O1D     = H2CO    + H2           7.956E+07
  62) CH21    + O2      = H2CO    + O            4.134E+04
  66) CH23    + O2      = H2CO    + O            2.554E+08
  68) CH3     + OH      = H2CO    + H2           2.664E-09
  69) CH3     + O       = H2CO    + H            8.656E+05
  70) CH3     + O3      = H2CO    + HO2          4.832E+06
  74) H3CO    + O2      = H2CO    + HO2          9.605E+10
  75) H3CO    + O       = H2CO    + OH           6.864E+03
  76) H3CO    + OH      = H2CO    + H2O          6.204E+03
 104) CH3CL   + OH      = CLO     + H2CO    H2O  2.130E+08
 108) CL      + CH3CL   = CLO     + H2CO    HCL  8.569E+05

H2CO                   LOSS RXS                INT RX RATE    TL =  9.58E+10
  38) H2CO    + HV      = H2      + CO           3.861E+10
  39) H2CO    + HV      = HCO     + H            2.261E+10
  41) H2CO    + H       = H2      + HCO          1.248E+05
  45) H2CO    + OH      = H2O     + HCO          3.198E+10
  48) H2CO    + O       = HCO     + OH           2.158E+08
 109) CL      + H2CO    = HCL     + HCO          1.980E+08
 185) HS      + H2CO    = H2S     + HCO          3.620E+05

O                   PRODUCTION RXS              INT RX RATE    TP =  2.34E+15
   8) H       + HO2     = H2O     + O            7.954E+08
  20) OH      + OH      = H2O     + O            2.539E+09
  21) O1D     + N2      = O       + N2           5.684E+14
  22) O1D     + O2      = O       + O2           1.819E+13
  23) O2      + HV      = O       + O1D          3.855E+11
  24) O2      + HV      = O       + O            3.192E+12
  27) O3      + HV      = O2      + O            1.739E+15
  29) CO2     + HV      = CO      + O            8.826E+09
  50) HO2     + HV      = OH      + O            9.123E+09
  53) N2O     + HV      = N2      + O            9.843E+08
  56) NO      + HV      = N       + O            2.612E+07
  57) NO2     + HV      = NO      + O            3.436E+12
  62) CH21    + O2      = H2CO    + O            4.134E+04
  66) CH23    + O2      = H2CO    + O            2.554E+08
  79) N       + O2      = NO      + O            1.672E+07
  82) N       + NO      = N2      + O            4.803E+06
 133) CLO2    + HV      = CLO     + O            5.596E+04
 151) NO3     + HV      = NO2     + O            1.602E+10
 157) SO2     + HV      = SO      + O            2.583E+07
 159) SO      + O2      = O       + SO2          3.762E+08
 180) S       + O2      = SO      + O            1.107E+07
 194) SO21    + O2      = SO3     + O            2.924E+04
 211) HSO     + HV      = HS      + O            6.442E+04
 221) O1D     + CO2     = CO2     + O            9.893E+11

O                      LOSS RXS                INT RX RATE    TL =  2.34E+15
   3) H2      + O       = OH      + H            1.864E+07
  10) OH      + O       = H       + O2           1.979E+12
  13) HO2     + O       = OH      + O2           1.814E+12
  17) O       + O       = O2      +              6.083E+10
  18) O       + O2      = O3      +              2.332E+15
  19) O       + O3      = O2      + O2           2.853E+11
  31) CO      + O       = CO2     +              3.881E+06
  36) O       + HCO     = H       + CO2          5.287E+05
  37) O       + HCO     = OH      + CO           5.287E+05
  48) H2CO    + O       = HCO     + OH           2.158E+08
  49) H2O2    + O       = OH      + HO2          4.215E+06
  69) CH3     + O       = H2CO    + H            8.656E+05
  75) H3CO    + O       = H2CO    + OH           6.864E+03
  84) NO      + O       = NO2     +              2.234E+09
  87) NO2     + O       = NO      + O2           3.648E+11
  93) HO2NO2  + O       = NO2     + OH      O2   5.651E+04
 100) O       + NO3     = O2      + NO2          2.782E+08
 120) CLO     + O       = CL      + O2           5.411E+11
 128) HCL     + O       = CL      + OH           2.728E+05
 129) HOCL    + O       = CLO     + OH           1.294E+09
 130) CLONO2  + O       = CL      + O2      NO2  2.626E+08
 149) CLO2    + O       = CLO     + O2           7.503E+02
 150) NO2     + O       = NO3     +              3.371E+09
 161) SO      + O       = SO2     +              1.732E+02
 164) SO2     + O       = SO3     +              3.788E+05
 169) HSO3    + O       = OH      + SO3          2.517E-02
 172) H2S     + O       = OH      + HS           1.419E+04
 173) HS      + O       = H       + SO           9.731E+02
 216) HSO     + O       = OH      + SO           1.321E+07

H2O                 PRODUCTION RXS              INT RX RATE    TP =  3.24E+11
   4) H2      + OH      = H2O     + H            3.553E+10
   8) H       + HO2     = H2O     + O            7.954E+08
  11) OH      + HO2     = H2O     + O2           4.720E+10
  16) H2O2    + OH      = HO2     + H2O          3.308E+10
  20) OH      + OH      = H2O     + O            2.539E+09
  35) OH      + HCO     = H2O     + CO           1.180E+03
  45) H2CO    + OH      = H2O     + HCO          3.198E+10
  46) H       + OH      = H2O     +              1.844E+07
  58) CH4     + OH      = CH3     + H2O          1.111E+11
  76) H3CO    + OH      = H2CO    + H2O          6.204E+03
  90) HNO3    + OH      = H2O     + NO3          2.072E+09
  92) HO2NO2  + OH      = NO2     + H2O     O2   4.028E+09
  96) CH3OOH  + OH      = CH3O2   + H2O          5.297E+10
 104) CH3CL   + OH      = CLO     + H2CO    H2O  2.130E+08
 125) HCL     + OH      = CL      + H2O          1.354E+09
 126) HOCL    + OH      = CLO     + H2O          1.345E+08
 167) HSO3    + OH      = H2O     + SO3          3.250E-01
 170) H2S     + OH      = H2O     + HS           3.494E+08
 212) HSO     + OH      = H2O     + SO           3.042E+08

H2O                    LOSS RXS                INT RX RATE    TL =  1.65E+11
   1) H2O     + O1D     = OH      + OH           1.376E+11
  25) H2O     + HV      = H       + OH           2.450E+10
 155) N2O5    + H2O     = HNO3    + HNO3         4.077E+07
 165) SO3     + H2O     = H2SO4   +              2.535E+09

OH                  PRODUCTION RXS              INT RX RATE    TP =  3.15E+12
   1) H2O     + O1D     = OH      + OH           1.376E+11
   2) H2      + O1D     = OH      + H            1.068E+09
   3) H2      + O       = OH      + H            1.864E+07
   5) H       + O3      = OH      + O2           3.812E+11
   9) H       + HO2     = OH      + OH           2.386E+10
  13) HO2     + O       = OH      + O2           1.814E+12
  14) HO2     + O3      = OH      + O2      O2   2.347E+11
  25) H2O     + HV      = H       + OH           2.450E+10
  28) H2O2    + HV      = OH      + OH           3.951E+10
  37) O       + HCO     = OH      + CO           5.287E+05
  48) H2CO    + O       = HCO     + OH           2.158E+08
  49) H2O2    + O       = OH      + HO2          4.215E+06
  50) HO2     + HV      = OH      + O            9.123E+09
  52) CH3OOH  + HV      = H3CO    + OH           2.383E+10
  54) HNO2    + HV      = NO      + OH           2.597E+09
  55) HNO3    + HV      = NO2     + OH           6.019E+09
  59) CH4     + O1D     = CH3     + OH           1.377E+09
  75) H3CO    + O       = H2CO    + OH           6.864E+03
  85) NO      + HO2     = NO2     + OH           2.358E+11
  89) NO2     + H       = NO      + OH           3.976E+07
  93) HO2NO2  + O       = NO2     + OH      O2   5.651E+04
 112) CL      + HO2     = CLO     + OH           2.984E+07
 128) HCL     + O       = CL      + OH           2.728E+05
 129) HOCL    + O       = CLO     + OH           1.294E+09
 135) HOCL    + HV      = OH      + CL           1.700E+10
 146) CL      + HOCL    = CL2     + OH           3.137E+06
 160) SO      + HO2     = SO2     + OH           1.991E+05
 169) HSO3    + O       = OH      + SO3          2.517E-02
 172) H2S     + O       = OH      + HS           1.419E+04
 174) HS      + O2      = OH      + SO           2.595E+07
 184) S       + HO2     = SO      + OH           1.251E-02
 188) H2SO4   + HV      = SO2     + OH      OH   3.023E+03
 213) HSO     + H       = HS      + OH           4.090E+02
 216) HSO     + O       = OH      + SO           1.321E+07

OH                     LOSS RXS                INT RX RATE    TL =  3.15E+12
   4) H2      + OH      = H2O     + H            3.553E+10
  10) OH      + O       = H       + O2           1.979E+12
  11) OH      + HO2     = H2O     + O2           4.720E+10
  12) OH      + O3      = HO2     + O2           4.824E+11
  16) H2O2    + OH      = HO2     + H2O          3.308E+10
  20) OH      + OH      = H2O     + O            2.539E+09
  30) CO      + OH      = CO2     + H            3.339E+11
  35) OH      + HCO     = H2O     + CO           1.180E+03
  45) H2CO    + OH      = H2O     + HCO          3.198E+10
  46) H       + OH      = H2O     +              1.844E+07
  47) OH      + OH      = H2O2    +              8.027E+07
  58) CH4     + OH      = CH3     + H2O          1.111E+11
  68) CH3     + OH      = H2CO    + H2           2.664E-09
  76) H3CO    + OH      = H2CO    + H2O          6.204E+03
  81) N       + OH      = NO      + H            4.485E+06
  86) NO      + OH      = HNO2    +              2.598E+09
  88) NO2     + OH      = HNO3    +              1.084E+10
  90) HNO3    + OH      = H2O     + NO3          2.072E+09
  92) HO2NO2  + OH      = NO2     + H2O     O2   4.028E+09
  96) CH3OOH  + OH      = CH3O2   + H2O          5.297E+10
  97) CH3O2   + OH      = H3CO    + HO2          6.757E+09
 103) OH      + NO3     = HO2     + NO2          3.724E+07
 104) CH3CL   + OH      = CLO     + H2CO    H2O  2.130E+08
 124) CLO     + OH      = CL      + HO2          1.102E+10
 125) HCL     + OH      = CL      + H2O          1.354E+09
 126) HOCL    + OH      = CLO     + H2O          1.345E+08
 127) CLONO2  + OH      = CL      + HO2     NO2  6.880E+07
 131) CL2     + OH      = HOCL    + CL           4.008E+02
 148) CLONO   + OH      = HOCL    + NO2          4.929E+04
 162) SO      + OH      = SO2     + H            1.464E+04
 163) SO2     + OH      = HSO3    +              2.534E+09
 167) HSO3    + OH      = H2O     + SO3          3.250E-01
 170) H2S     + OH      = H2O     + HS           3.494E+08
 181) S       + OH      = SO      + H            6.453E-03
 212) HSO     + OH      = H2O     + SO           3.042E+08

HO2                 PRODUCTION RXS              INT RX RATE    TP =  2.72E+12
   6) H       + O2      = HO2     +              1.989E+12
  12) OH      + O3      = HO2     + O2           4.824E+11
  16) H2O2    + OH      = HO2     + H2O          3.308E+10
  44) HCO     + O2      = HO2     + CO           5.500E+10
  49) H2O2    + O       = OH      + HO2          4.215E+06
  70) CH3     + O3      = H2CO    + HO2          4.832E+06
  74) H3CO    + O2      = H2CO    + HO2          9.605E+10
  94) HO2NO2  + HV      = HO2     + NO2          4.446E+10
  95) HO2NO2  + HV      = HO2     + NO2          2.974E+09
  97) CH3O2   + OH      = H3CO    + HO2          6.757E+09
 103) OH      + NO3     = HO2     + NO2          3.724E+07
 110) CL      + H2O2    = HCL     + HO2          2.017E+06
 124) CLO     + OH      = CL      + HO2          1.102E+10
 127) CLONO2  + OH      = CL      + HO2     NO2  6.880E+07
 166) HSO3    + O2      = HO2     + SO3          2.534E+09

HO2                    LOSS RXS                INT RX RATE    TL =  2.72E+12
   7) H       + HO2     = H2      + O2           1.856E+09
   8) H       + HO2     = H2O     + O            7.954E+08
   9) H       + HO2     = OH      + OH           2.386E+10
  11) OH      + HO2     = H2O     + O2           4.720E+10
  13) HO2     + O       = OH      + O2           1.814E+12
  14) HO2     + O3      = OH      + O2      O2   2.347E+11
  15) HO2     + HO2     = H2O2    + O2           9.557E+10
  50) HO2     + HV      = OH      + O            9.123E+09
  71) CH3O2   + HO2     = CH3OOH  + O2           9.423E+10
  85) NO      + HO2     = NO2     + OH           2.358E+11
  91) HO2     + NO2     = HO2NO2  +              5.155E+10
 111) CL      + HO2     = HCL     + O2           2.372E+08
 112) CL      + HO2     = CLO     + OH           2.984E+07
 123) CLO     + HO2     = HOCL    + O2           1.844E+10
 140) HO2     + NO3     = HNO3    + O2           5.154E+07
 160) SO      + HO2     = SO2     + OH           1.991E+05
 175) HS      + HO2     = H2S     + O2           8.598E+05
 183) S       + HO2     = HS      + O2           1.251E-02
 184) S       + HO2     = SO      + OH           1.251E-02

H2O2                PRODUCTION RXS              INT RX RATE    TP =  9.56E+10
  15) HO2     + HO2     = H2O2    + O2           9.557E+10
  47) OH      + OH      = H2O2    +              8.027E+07

H2O2                   LOSS RXS                INT RX RATE    TL =  9.03E+10
  16) H2O2    + OH      = HO2     + H2O          3.308E+10
  28) H2O2    + HV      = OH      + OH           3.951E+10
  49) H2O2    + O       = OH      + HO2          4.215E+06
 110) CL      + H2O2    = HCL     + HO2          2.017E+06

O3                  PRODUCTION RXS              INT RX RATE    TP =  2.33E+15
  18) O       + O2      = O3      +              2.332E+15

O3                     LOSS RXS                INT RX RATE    TL =  2.33E+15
   5) H       + O3      = OH      + O2           3.812E+11
  12) OH      + O3      = HO2     + O2           4.824E+11
  14) HO2     + O3      = OH      + O2      O2   2.347E+11
  19) O       + O3      = O2      + O2           2.853E+11
  26) O3      + HV      = O2      + O1D          5.873E+14
  27) O3      + HV      = O2      + O            1.739E+15
  70) CH3     + O3      = H2CO    + HO2          4.832E+06
  80) N       + O3      = NO      + O2           1.154E+05
  83) NO      + O3      = NO2     + O2           3.250E+12
  98) O3      + NO2     = O2      + NO3          4.145E+09
 105) CL      + O3      = CLO     + O2           8.291E+11
 200) SO      + O3      = SO2     + O2           3.430E+06
 202) HS      + O3      = HSO     + O2           3.200E+08
 204) S       + O3      = SO      + O2           5.756E+02

H                   PRODUCTION RXS              INT RX RATE    TP =  2.40E+12
   2) H2      + O1D     = OH      + H            1.068E+09
   3) H2      + O       = OH      + H            1.864E+07
   4) H2      + OH      = H2O     + H            3.553E+10
  10) OH      + O       = H       + O2           1.979E+12
  25) H2O     + HV      = H       + OH           2.450E+10
  30) CO      + OH      = CO2     + H            3.339E+11
  36) O       + HCO     = H       + CO2          5.287E+05
  39) H2CO    + HV      = HCO     + H            2.261E+10
  40) HCO     + HV      = H       + CO           5.511E+03
  64) CH23    + H2      = CH3     + H            1.747E+03
  69) CH3     + O       = H2CO    + H            8.656E+05
  81) N       + OH      = NO      + H            4.485E+06
 106) CL      + H2      = HCL     + H            6.599E+07
 134) HCL     + HV      = H       + CL           6.054E+07
 158) H2S     + HV      = HS      + H            7.137E+05
 162) SO      + OH      = SO2     + H            1.464E+04
 173) HS      + O       = H       + SO           9.731E+02
 179) HS      + S       = H       + S2           5.391E-08
 181) S       + OH      = SO      + H            6.453E-03
 219) N2O     + H       = NO      + NO      H    5.934E+05

H                      LOSS RXS                INT RX RATE    TL =  2.40E+12
   5) H       + O3      = OH      + O2           3.812E+11
   6) H       + O2      = HO2     +              1.989E+12
   7) H       + HO2     = H2      + O2           1.856E+09
   8) H       + HO2     = H2O     + O            7.954E+08
   9) H       + HO2     = OH      + OH           2.386E+10
  32) H       + CO      = HCO     +              6.835E+04
  33) H       + HCO     = H2      + CO           8.073E+03
  41) H2CO    + H       = H2      + HCO          1.248E+05
  43) H       + H       = H2      +              4.159E+05
  46) H       + OH      = H2O     +              1.844E+07
  89) NO2     + H       = NO      + OH           3.976E+07
 168) HSO3    + H       = H2      + SO3          2.603E-05
 171) H2S     + H       = H2      + HS           3.592E+01
 178) HS      + H       = H2      + S            2.451E-03
 210) H       + SO      = HSO     +              2.173E-02
 213) HSO     + H       = HS      + OH           4.090E+02
 214) HSO     + H       = H2      + SO           3.181E+01
 219) N2O     + H       = NO      + NO      H    5.934E+05

H2                  PRODUCTION RXS              INT RX RATE    TP =  4.08E+10
   7) H       + HO2     = H2      + O2           1.856E+09
  33) H       + HCO     = H2      + CO           8.073E+03
  38) H2CO    + HV      = H2      + CO           3.861E+10
  41) H2CO    + H       = H2      + HCO          1.248E+05
  43) H       + H       = H2      +              4.159E+05
  51) CH4     + HV      = CH21    + H2           2.555E+08
  60) CH4     + O1D     = H2CO    + H2           7.956E+07
  68) CH3     + OH      = H2CO    + H2           2.664E-09
 168) HSO3    + H       = H2      + SO3          2.603E-05
 171) H2S     + H       = H2      + HS           3.592E+01
 178) HS      + H       = H2      + S            2.451E-03
 214) HSO     + H       = H2      + SO           3.181E+01

H2                     LOSS RXS                INT RX RATE    TL =  3.67E+10
   2) H2      + O1D     = OH      + H            1.068E+09
   3) H2      + O       = OH      + H            1.864E+07
   4) H2      + OH      = H2O     + H            3.553E+10
  64) CH23    + H2      = CH3     + H            1.747E+03
 106) CL      + H2      = HCL     + H            6.599E+07

CH4                 PRODUCTION RXS              INT RX RATE    TP =  0.00E+00

CH4                    LOSS RXS                INT RX RATE    TL =  1.14E+11
  51) CH4     + HV      = CH21    + H2           2.555E+08
  58) CH4     + OH      = CH3     + H2O          1.111E+11
  59) CH4     + O1D     = CH3     + OH           1.377E+09
  60) CH4     + O1D     = H2CO    + H2           7.956E+07
  61) CH21    + CH4     = CH3     + CH3          9.264E+01
  65) CH23    + CH4     = CH3     + CH3          1.288E-06
 107) CL      + CH4     = HCL     + CH3          1.186E+09

CO                  PRODUCTION RXS              INT RX RATE    TP =  1.13E+11
  29) CO2     + HV      = CO      + O            8.826E+09
  33) H       + HCO     = H2      + CO           8.073E+03
  35) OH      + HCO     = H2O     + CO           1.180E+03
  37) O       + HCO     = OH      + CO           5.287E+05
  38) H2CO    + HV      = H2      + CO           3.861E+10
  40) HCO     + HV      = H       + CO           5.511E+03
  42) CO2     + HV      = CO      + O1D          1.034E+10
